Depth	Dataset	Tools	TP1	TP2	FP	TN	FN	Accuracy	Precision	Sensitivity	Specificity	F1score	False_Positive_Rate	False_Negative	Base_pair_Difference	Redundancy
35X	dataset5	CircleMap	9547.0	16782.0	2575.0	10000.0	453.0	0.8658693244739757	0.7875763075400098	0.9547	0.7952286282306164	0.8631226833016905	0.2047713717693837	0.0453	58.83	1.76
35X	dataset5	ecc_finder	7422.0	7476.0	345.0	10000.0	2578.0	0.8563283362005407	0.9555813055233681	0.7422	0.9666505558240696	0.8354815106658411	0.0333494441759304	0.2578	1.39	1.01
35X	dataset5	ECCsplorer	9018.0	9256.0	4497.0	10000.0	982.0	0.7763399599951014	0.6672586015538291	0.9018	0.689797889218459	0.766999787369764	0.31020211078154103	0.0982	3.66	1.03
35X	dataset6	Deep_EccScan	9604.0	10114.0	101.0	10000.0	396.0	0.9752748619471668	0.9895929933024215	0.9604	0.99000099000099	0.9747779751332148	0.00999900999901	0.0396	1.4	1.05
35X	dataset6	Circle_finder	8602.0	17231.0	517.0	10000.0	898.0	0.9293100864265375	0.9433051869722557	0.9054736842105263	0.9508414947228297	0.9240023631773995	0.0491585052771703	0.09452631578947368	1.95	2.0
35X	dataset6	CircleMap	9241.0	12910.0	1371.0	10000.0	759.0	0.9003322259136213	0.8708066339992462	0.9241	0.879430129276229	0.8966621385600623	0.120569870723771	0.0759	38.28	1.4
35X	dataset6	ecc_finder	5600.0	5654.0	432.0	10000.0	4400.0	0.7635082223962412	0.9283819628647215	0.56	0.9585889570552147	0.6986027944111777	0.04141104294478527	0.44	1.76	1.01
35X	dataset6	ECCsplorer	7495.0	7736.0	6055.0	10000.0	2505.0	0.6714642103243139	0.5531365313653136	0.7495	0.6228589224540642	0.6365180467091295	0.37714107754593584	0.2505	3.11	1.03
35X	dataset7	Deep_EccScan	9614.0	10380.0	139.0	10000.0	386.0	0.9739311783107404	0.9857479749820568	0.9614	0.9862905611993293	0.9734217587201943	0.013709438800670678	0.0386	0.96	1.08
35X	dataset7	Circle_finder	8542.0	22356.0	581.0	10000.0	958.0	0.9233603904188038	0.9363148087252	0.8991578947368422	0.9450902561194594	0.9173602534500349	0.05490974388054059	0.1008421052631579	2.29	2.62
35X	dataset7	CircleMap	9146.0	9813.0	472.0	10000.0	854.0	0.9352286049237983	0.950925348305261	0.9146	0.9549274255156608	0.9324090121317157	0.04507257448433919	0.0854	4.7	1.07
35X	dataset7	ecc_finder	4531.0	4629.0	129.0	10000.0	5469.0	0.7218937850861941	0.9723175965665236	0.4531	0.9872642906506072	0.6181446111869031	0.012735709349392832	0.5469	2.65	1.02
35X	dataset7	ECCsplorer	7872.0	8165.0	3199.0	10000.0	2128.0	0.7703780335359283	0.7110468792340349	0.7872	0.7576331540268202	0.7471880784015946	0.24236684597317978	0.2128	0.95	1.04
40X	dataset1	Deep_EccScan	9662.0	10153.0	81.0	10000.0	338.0	0.9791345052537225	0.9916863389099867	0.9662	0.9919650828290845	0.9787772881527631	0.008034917170915585	0.0338	1.47	1.05
40X	dataset1	Circle_finder	8662.0	16671.0	514.0	10000.0	838.0	0.9324472868991706	0.9439843068875327	0.9117894736842105	0.9511128019783146	0.927607624759049	0.04888719802168537	0.08821052631578948	1.93	1.92
40X	dataset1	CircleMap	9550.0	17284.0	2586.0	10000.0	450.0	0.8655804480651731	0.7869149637442321	0.955	0.794533608771651	0.862847849656668	0.20546639122834895	0.045	61.93	1.81
40X	dataset1	ecc_finder	7700.0	7755.0	356.0	10000.0	2300.0	0.8695224995087444	0.9558093346573983	0.77	0.9656237929702588	0.8529020824102792	0.034376207029741215	0.23	1.45	1.01
40X	dataset1	ECCsplorer	9042.0	9288.0	5919.0	10000.0	958.0	0.7346734056097843	0.6043713655504311	0.9042	0.6281801620704818	0.7244902047193622	0.37181983792951817	0.0958	3.41	1.03
40X	dataset2	Deep_EccScan	9691.0	10315.0	20.0	10000.0	309.0	0.9835664335664336	0.9979404798681907	0.9691	0.998003992015968	0.9833088123382882	0.001996007984031936	0.0309	1.52	1.06
40X	dataset2	Circle_finder	8615.0	21698.0	517.0	10000.0	885.0	0.9299595343957636	0.9433858957512046	0.9068421052631579	0.9508414947228297	0.9247531129240019	0.0491585052771703	0.0931578947368421	2.29	2.52
40X	dataset2	CircleMap	9456.0	14545.0	2291.0	10000.0	544.0	0.8728186263514423	0.8049714820805312	0.9456	0.8136034496786266	0.8696371913367361	0.18639655032137337	0.0544	35.56	1.54
40X	dataset2	ecc_finder	8727.0	8846.0	197.0	10000.0	1273.0	0.9272169134029806	0.9779246974450919	0.8727	0.9806805923310777	0.9223208623969562	0.01931940766892223	0.1273	1.59	1.01
40X	dataset2	ECCsplorer	8862.0	9198.0	4280.0	10000.0	1138.0	0.7768533772652388	0.6743265865165119	0.8862	0.7002801120448179	0.7658802177858438	0.29971988795518206	0.1138	2.12	1.04
40X	dataset3	Deep_EccScan	9672.0	10300.0	34.0	10000.0	328.0	0.9819307177797744	0.9964970121574284	0.9672	0.9966115208291808	0.9816299604181468	0.0033884791708192145	0.0328	1.25	1.06
40X	dataset3	Circle_finder	8612.0	24832.0	534.0	10000.0	888.0	0.9290206648697215	0.9416138202492893	0.9065263157894737	0.9493070058857034	0.9237369945296579	0.05069299411429656	0.09347368421052632	2.38	2.88
40X	dataset3	CircleMap	9417.0	11858.0	1090.0	10000.0	583.0	0.9206733048838311	0.8962596364328543	0.9417	0.9017132551848512	0.9184181011361975	0.09828674481514878	0.0583	15.55	1.26
40X	dataset3	ecc_finder	8987.0	9132.0	167.0	10000.0	1013.0	0.9414885704368523	0.9817566091326196	0.8987	0.9835743090390479	0.938394069123943	0.0164256909609521	0.1013	1.76	1.02
40X	dataset3	ECCsplorer	8465.0	8787.0	3529.0	10000.0	1535.0	0.7847762335840878	0.7057695514423878	0.8465	0.7391529307413703	0.7697553878330454	0.2608470692586296	0.1535	1.52	1.04
40X	dataset4	Deep_EccScan	9701.0	10212.0	79.0	10000.0	299.0	0.9811743612729718	0.9919222903885481	0.9701	0.9921619208254787	0.9808897876643073	0.007838079174521282	0.0299	1.99	1.05
40X	dataset4	Circle_finder	8725.0	19558.0	517.0	10000.0	775.0	0.9354548633661388	0.9440597273317464	0.9184210526315789	0.9508414947228297	0.9310639206061253	0.0491585052771703	0.08157894736842106	2.24	2.24
40X	dataset4	CircleMap	9559.0	15920.0	2618.0	10000.0	441.0	0.8647537359625077	0.7850045167118338	0.9559	0.7925186241876684	0.8620643008522343	0.2074813758123316	0.0441	46.4	1.67
40X	dataset4	ecc_finder	8593.0	8676.0	272.0	10000.0	1407.0	0.9171764009471192	0.969317540891145	0.8593	0.9735202492211839	0.9109992048767559	0.0264797507788162	0.1407	1.27	1.01
40X	dataset4	ECCsplorer	9007.0	9263.0	3765.0	10000.0	993.0	0.7997896065642752	0.7052145317882869	0.9007	0.726480203414457	0.7910591955032495	0.27351979658554304	0.0993	2.54	1.03
40X	dataset5	Deep_EccScan	9655.0	10130.0	83.0	10000.0	345.0	0.9786884429617089	0.9914766892585747	0.9655	0.9917683229197659	0.9783159387982572	0.008231677080234057	0.0345	1.41	1.05
40X	dataset5	Circle_finder	8653.0	16692.0	511.0	10000.0	847.0	0.9321373244715406	0.9442383238760367	0.9108421052631579	0.9513842641042717	0.9272396056579512	0.04861573589572828	0.0891578947368421	1.91	1.93
40X	dataset5	CircleMap	9542.0	17469.0	2585.0	10000.0	458.0	0.8652645561213195	0.7868392842417745	0.9542	0.7945967421533572	0.8624757084105391	0.20540325784664282	0.0458	62.05	1.83
40X	dataset5	ecc_finder	7557.0	7622.0	357.0	10000.0	2443.0	0.8624551751240359	0.9548900682335102	0.7557	0.9655305590421936	0.8436976666294518	0.03446944095780632	0.2443	1.39	1.01
40X	dataset5	ECCsplorer	9060.0	9299.0	5358.0	10000.0	940.0	0.7516365643978232	0.628381190178943	0.906	0.6511264487563485	0.7420755180604472	0.3488735512436515	0.094	3.46	1.03
40X	dataset6	Deep_EccScan	9626.0	10152.0	149.0	10000.0	374.0	0.9740433768425232	0.9847570332480818	0.9626	0.9853187506158242	0.9735524652338812	0.01468124938417578	0.0374	1.37	1.05
40X	dataset6	Circle_finder	8608.0	18258.0	511.0	10000.0	892.0	0.9298885612912898	0.9439631538545893	0.9061052631578947	0.9513842641042717	0.924646866104517	0.04861573589572828	0.09389473684210527	2.04	2.12
40X	dataset6	CircleMap	9242.0	13095.0	1348.0	10000.0	758.0	0.9013490725126475	0.872710103871577	0.9242	0.8812125484666902	0.8977173385138416	0.11878745153330983	0.0758	40.23	1.42
40X	dataset6	ecc_finder	5611.0	5664.0	444.0	10000.0	4389.0	0.7635981216982978	0.926672171758877	0.5611	0.9574875526618154	0.6989722827779509	0.0425124473381846	0.4389	1.85	1.01
40X	dataset6	ECCsplorer	7459.0	7743.0	7800.0	10000.0	2541.0	0.6280215827338129	0.4888262664656924	0.7459	0.5617977528089888	0.5906013698087811	0.43820224719101125	0.2541	3.93	1.04
40X	dataset7	Deep_EccScan	9615.0	10417.0	124.0	10000.0	385.0	0.9747068177300735	0.987267686620803	0.9615	0.9877518767285658	0.9742134859921983	0.012248123271434215	0.0385	1.01	1.08
40X	dataset7	Circle_finder	8553.0	24057.0	584.0	10000.0	947.0	0.923770165305716	0.9360840538469958	0.9003157894736842	0.9448223733938019	0.9178515855556151	0.05517762660619804	0.09968421052631579	2.37	2.81
40X	dataset7	CircleMap	9141.0	9779.0	526.0	10000.0	859.0	0.9325246029426094	0.9455880831695459	0.9141	0.9500285008550257	0.9295774647887324	0.04997149914497435	0.0859	4.49	1.07
40X	dataset7	ecc_finder	4627.0	4728.0	141.0	10000.0	5373.0	0.7262300779504494	0.9704278523489933	0.4627	0.9860960457548565	0.6266251354279523	0.013903954245143476	0.5373	2.74	1.02
40X	dataset7	ECCsplorer	7663.0	7954.0	3357.0	10000.0	2337.0	0.7562186924690671	0.695372050816697	0.7663	0.7486711087819121	0.7291151284490961	0.2513288912180879	0.2337	0.99	1.04
45X	dataset1	Deep_EccScan	9670.0	10186.0	88.0	10000.0	330.0	0.9791915571485464	0.9909817585570814	0.967	0.9912767644726408	0.9788440125518777	0.008723235527359239	0.033	1.56	1.05
45X	dataset1	Circle_finder	8651.0	17496.0	517.0	10000.0	849.0	0.9317580056951591	0.943608202443281	0.9106315789473685	0.9508414947228297	0.9268266552389115	0.0491585052771703	0.08936842105263158	1.99	2.02
45X	dataset1	CircleMap	9555.0	17960.0	2493.0	10000.0	445.0	0.8693815853821188	0.7930776892430279	0.9555	0.8004482510205715	0.8667452830188679	0.19955174897942848	0.0445	65.16	1.88
45X	dataset1	ecc_finder	7622.0	7686.0	352.0	10000.0	2378.0	0.8658608490566038	0.9558565337346375	0.7622	0.9659969088098919	0.8481139423611883	0.03400309119010819	0.2378	1.45	1.01
45X	dataset1	ECCsplorer	9027.0	9270.0	4994.0	10000.0	973.0	0.7612627030487317	0.6438199843092504	0.9027	0.6669334400426837	0.7515923566878981	0.33306655995731627	0.0973	3.52	1.03
45X	dataset2	Deep_EccScan	9700.0	10383.0	54.0	10000.0	300.0	0.982347661314451	0.9944638097190897	0.97	0.9946290033817387	0.9820795788194796	0.0053709966182613885	0.03	1.63	1.07
45X	dataset2	Circle_finder	8622.0	23067.0	531.0	10000.0	878.0	0.9296590285058159	0.9419862340216323	0.907578947368421	0.9495774380400722	0.9244625529405458	0.05042256195992783	0.09242105263157895	2.34	2.68
45X	dataset2	CircleMap	9453.0	14747.0	2267.0	10000.0	547.0	0.8736246463376297	0.8065699658703072	0.9453	0.8151952392598028	0.8704419889502762	0.18480476074019728	0.0547	37.42	1.56
45X	dataset2	ecc_finder	8742.0	8870.0	181.0	10000.0	1258.0	0.9286953074674198	0.9797153423736411	0.8742	0.9822217856792064	0.9239549754267293	0.017778214320793635	0.1258	1.4	1.01
45X	dataset2	ECCsplorer	8776.0	9104.0	3775.0	10000.0	1224.0	0.7897371188222924	0.6992271532148833	0.8776	0.7259528130671506	0.7783246862666845	0.27404718693284935	0.1224	2.2	1.04
45X	dataset3	Deep_EccScan	9675.0	10348.0	51.0	10000.0	325.0	0.981247818063937	0.9947563232572486	0.9675	0.9949258780220873	0.9809388624150868	0.005074121977912646	0.0325	1.31	1.07
45X	dataset3	Circle_finder	8614.0	26378.0	528.0	10000.0	886.0	0.9293988416217296	0.9422445854298841	0.9067368421052632	0.9498480243161094	0.9241497693380538	0.05015197568389058	0.09326315789473684	2.45	3.06
45X	dataset3	CircleMap	9427.0	11953.0	1078.0	10000.0	573.0	0.9216718853781194	0.8973821989528796	0.9427	0.9026900162484203	0.9194830529139234	0.0973099837515797	0.0573	16.71	1.27
45X	dataset3	ecc_finder	9011.0	9165.0	174.0	10000.0	989.0	0.9423515415881828	0.9810560696788242	0.9011	0.9828975820719481	0.9393797237425071	0.017102417928051897	0.0989	1.86	1.02
45X	dataset3	ECCsplorer	8335.0	8656.0	3676.0	10000.0	1665.0	0.7744129075857409	0.6939472150528682	0.8335	0.7312079555425564	0.7573485984280588	0.2687920444574437	0.1665	1.53	1.04
45X	dataset4	Deep_EccScan	9722.0	10284.0	107.0	10000.0	278.0	0.9808524394489482	0.989113846779937	0.9722	0.9894132779261897	0.9805839931413587	0.01058672207381023	0.0278	2.02	1.06
45X	dataset4	Circle_finder	8731.0	20880.0	520.0	10000.0	769.0	0.9356143856143856	0.9437898605556156	0.9190526315789473	0.9505703422053232	0.9312569996266866	0.049429657794676805	0.08094736842105263	2.33	2.39
45X	dataset4	CircleMap	9553.0	16379.0	2691.0	10000.0	447.0	0.8617072848265832	0.7802188827180659	0.9553	0.787959971633441	0.8589282503146916	0.21204002836655897	0.0447	47.97	1.71
45X	dataset4	ecc_finder	8537.0	8626.0	267.0	10000.0	1463.0	0.9146395618493117	0.9696728759654702	0.8537	0.9739943508327652	0.9079982982344182	0.02600564916723483	0.1463	1.2	1.01
45X	dataset4	ECCsplorer	8934.0	9200.0	4035.0	10000.0	1066.0	0.7877678385687539	0.6888734674994217	0.8934	0.7125044531528322	0.7779180634768601	0.28749554684716777	0.1066	2.72	1.03
45X	dataset5	Deep_EccScan	9672.0	10174.0	90.0	10000.0	328.0	0.9791936286709806	0.990780577750461	0.9672	0.9910802775024777	0.9788482947070135	0.008919722497522299	0.0328	1.47	1.05
45X	dataset5	Circle_finder	8660.0	17550.0	516.0	10000.0	840.0	0.9322541966426858	0.9437663469921534	0.911578947368421	0.9509319132750095	0.9273934461340758	0.04906808672499049	0.08842105263157894	1.99	2.03
45X	dataset5	CircleMap	9575.0	17873.0	2581.0	10000.0	425.0	0.8668792347548824	0.7876768673905891	0.9575	0.7948493760432398	0.8643256905578626	0.2051506239567602	0.0425	64.71	1.87
45X	dataset5	ecc_finder	7557.0	7622.0	357.0	10000.0	2443.0	0.8624551751240359	0.9548900682335102	0.7557	0.9655305590421936	0.8436976666294518	0.03446944095780632	0.2443	1.39	1.01
45X	dataset5	ECCsplorer	9032.0	9286.0	5472.0	10000.0	968.0	0.7471733668341709	0.6227247655819085	0.9032	0.6463288521199586	0.7371857655892917	0.3536711478800414	0.0968	3.38	1.03
45X	dataset6	Deep_EccScan	9652.0	10207.0	166.0	10000.0	348.0	0.974511554100962	0.9830922794866571	0.9652	0.9836710603974032	0.9740639822383691	0.016328939602596893	0.0348	1.42	1.06
45X	dataset6	Circle_finder	8615.0	19325.0	519.0	10000.0	885.0	0.9298666267046306	0.9431793299759141	0.9068421052631579	0.950660709192889	0.9246538585381561	0.04933929080711094	0.0931578947368421	2.11	2.24
45X	dataset6	CircleMap	9251.0	13218.0	1352.0	10000.0	749.0	0.9016017234919446	0.8724889182306894	0.9251	0.8809020436927414	0.8980245595301655	0.11909795630725863	0.0749	41.39	1.43
45X	dataset6	ecc_finder	5699.0	5751.0	455.0	10000.0	4301.0	0.7674896113419701	0.9260643483912903	0.5699	0.9564801530368244	0.7055837563451777	0.04351984696317551	0.4301	1.74	1.01
45X	dataset6	ECCsplorer	7390.0	7654.0	6530.0	10000.0	2610.0	0.655484357331323	0.5308908045977011	0.739	0.6049606775559588	0.6178929765886287	0.39503932244404116	0.261	3.01	1.04
45X	dataset7	Deep_EccScan	9631.0	10460.0	127.0	10000.0	369.0	0.9753564863119193	0.9869850379176061	0.9631	0.9874592673052237	0.9748962445591659	0.012540732694776341	0.0369	1.04	1.09
45X	dataset7	Circle_finder	8552.0	25746.0	592.0	10000.0	948.0	0.9233525781405535	0.9352580927384077	0.9002105263157895	0.9441087613293051	0.9173996996352713	0.055891238670694864	0.09978947368421053	2.43	3.01
45X	dataset7	CircleMap	9154.0	9786.0	513.0	10000.0	846.0	0.9337493296933652	0.9469328643839867	0.9154	0.9512032721392562	0.9308994762800631	0.04879672786074384	0.0846	4.61	1.07
45X	dataset7	ecc_finder	4675.0	4783.0	143.0	10000.0	5325.0	0.7285409323338132	0.9703196347031964	0.4675	0.9859016070196195	0.6309893372924822	0.014098392980380558	0.5325	2.88	1.02
45X	dataset7	ECCsplorer	7497.0	7772.0	3601.0	10000.0	2503.0	0.7413668912334224	0.6755271220039647	0.7497	0.7352400558782443	0.7106834771068348	0.26475994412175574	0.2503	0.92	1.04
50X	dataset1	Deep_EccScan	9684.0	10211.0	118.0	10000.0	316.0	0.9784272790535838	0.9879616404815343	0.9684	0.9883376161296699	0.9780830219169782	0.011662383870330105	0.0316	1.49	1.05
50X	dataset1	Circle_finder	8659.0	18116.0	516.0	10000.0	841.0	0.9322042366107114	0.9437602179836512	0.9114736842105263	0.9509319132750095	0.9273360107095047	0.04906808672499049	0.08852631578947369	2.02	2.09
50X	dataset1	CircleMap	9577.0	18284.0	2495.0	10000.0	423.0	0.8702822849522116	0.7933233929754805	0.9577	0.8003201280512204	0.8677963030083363	0.1996798719487795	0.0423	67.1	1.91
50X	dataset1	ecc_finder	7569.0	7632.0	353.0	10000.0	2431.0	0.863214268166855	0.9554405453168392	0.7569	0.9659036028204385	0.8446601941747572	0.03409639717956148	0.2431	1.46	1.01
50X	dataset1	ECCsplorer	9021.0	9288.0	5674.0	10000.0	979.0	0.7408662460076342	0.6138822728819326	0.9021	0.6379992344009188	0.7305932374974691	0.3620007655990813	0.0979	3.81	1.03
50X	dataset2	Deep_EccScan	9716.0	10410.0	32.0	10000.0	284.0	0.9842252396166135	0.9967172753385309	0.9716	0.9968102073365231	0.9839983795827425	0.003189792663476874	0.0284	1.6	1.07
50X	dataset2	Circle_finder	8623.0	24251.0	527.0	10000.0	877.0	0.9298946422329855	0.9424043715846995	0.9076842105263158	0.9499382540134891	0.9247184986595173	0.05006174598651088	0.09231578947368421	2.37	2.81
50X	dataset2	CircleMap	9461.0	14923.0	2239.0	10000.0	539.0	0.8750843113449346	0.8086324786324787	0.9461	0.8170602173380178	0.8719815668202766	0.1829397826619822	0.0539	38.38	1.58
50X	dataset2	ecc_finder	8798.0	8940.0	183.0	10000.0	1202.0	0.9313778922855869	0.979623649927625	0.8798	0.9820288716488265	0.9270322954533481	0.017971128351173524	0.1202	1.76	1.02
50X	dataset2	ECCsplorer	8716.0	9049.0	3786.0	10000.0	1284.0	0.7868494072143277	0.6971684530475124	0.8716	0.7253735673872044	0.7746866945160431	0.27462643261279557	0.1284	2.45	1.04
50X	dataset3	Deep_EccScan	9688.0	10427.0	42.0	10000.0	312.0	0.9823370921065762	0.99568345323741	0.9688	0.9958175662218681	0.9820577800304104	0.0041824337781318464	0.0312	1.41	1.08
50X	dataset3	Circle_finder	8613.0	28043.0	526.0	10000.0	887.0	0.9294417257565165	0.9424444687602582	0.9066315789473685	0.9500285008550257	0.9241912119748913	0.04997149914497435	0.09336842105263157	2.49	3.26
50X	dataset3	CircleMap	9418.0	12012.0	1059.0	10000.0	582.0	0.9220760719882236	0.898921446979097	0.9418	0.9042408897730355	0.919861307808761	0.09575911022696447	0.0582	16.79	1.28
50X	dataset3	ecc_finder	9067.0	9226.0	179.0	10000.0	933.0	0.9448932058080183	0.9806402768764871	0.9067	0.9824147755182238	0.9422217603657903	0.017585224481776206	0.0933	2.0	1.02
50X	dataset3	ECCsplorer	8242.0	8560.0	3679.0	10000.0	1758.0	0.7703872629756324	0.6913849509269356	0.8242	0.731047591198187	0.7519729939327585	0.268952408801813	0.1758	1.57	1.04
50X	dataset4	Deep_EccScan	9726.0	10311.0	92.0	10000.0	274.0	0.9817837945450926	0.9906294561010389	0.9726	0.9908838684106223	0.9815319406600062	0.009116131589377725	0.0274	2.03	1.06
50X	dataset4	Circle_finder	8730.0	21901.0	513.0	10000.0	770.0	0.9358916704142307	0.9444985394352483	0.9189473684210526	0.9512032721392562	0.9315477778370592	0.04879672786074384	0.08105263157894736	2.35	2.51
50X	dataset4	CircleMap	9533.0	16514.0	2578.0	10000.0	467.0	0.8651342014350253	0.7871356617950623	0.9533	0.7950389569088885	0.8622857401293473	0.20496104309111146	0.0467	50.26	1.73
50X	dataset4	ecc_finder	8599.0	8696.0	273.0	10000.0	1401.0	0.9174271198145316	0.9692290351668169	0.8599	0.9734254842791784	0.9112971598134801	0.026574515720821573	0.1401	1.25	1.01
50X	dataset4	ECCsplorer	8890.0	9151.0	3653.0	10000.0	1110.0	0.7986301949012811	0.7087618592043371	0.889	0.7324397568300007	0.7887149004125449	0.26756024316999927	0.111	2.43	1.03
50X	dataset5	Deep_EccScan	9685.0	10219.0	105.0	10000.0	315.0	0.9791096742103954	0.9892747701736466	0.9685	0.9896091044037605	0.9787771601819101	0.010390895596239486	0.0315	1.51	1.06
50X	dataset5	Circle_finder	8664.0	18296.0	519.0	10000.0	836.0	0.932314301413657	0.9434825220516171	0.912	0.950660709192889	0.9274741743831291	0.04933929080711094	0.088	2.04	2.11
50X	dataset5	CircleMap	9577.0	18282.0	2536.0	10000.0	423.0	0.8686989705360313	0.7906381573516057	0.9577	0.797702616464582	0.8661873106317551	0.20229738353541799	0.0423	66.47	1.91
50X	dataset5	ecc_finder	7557.0	7622.0	357.0	10000.0	2443.0	0.8624551751240359	0.9548900682335102	0.7557	0.9655305590421936	0.8436976666294518	0.03446944095780632	0.2443	1.39	1.01
50X	dataset5	ECCsplorer	9019.0	9286.0	5613.0	10000.0	981.0	0.742552610002733	0.6163887370147622	0.9019	0.6404918977774932	0.732299447872686	0.3595081022225069	0.0981	4.02	1.03
50X	dataset6	Deep_EccScan	9658.0	10209.0	202.0	10000.0	342.0	0.973071973071973	0.9795131845841785	0.9658	0.9801999607920016	0.9726082578046324	0.019800039207998433	0.0342	1.46	1.06
50X	dataset6	Circle_finder	8619.0	20168.0	515.0	10000.0	881.0	0.9302523107669248	0.9436172542150209	0.9072631578947369	0.9510223490252021	0.9250831812815284	0.04897765097479791	0.09273684210526316	2.16	2.34
50X	dataset6	CircleMap	9237.0	13440.0	1319.0	10000.0	763.0	0.9023406351142174	0.8750473664266768	0.9237	0.8834702712253732	0.89871570344425	0.11652972877462674	0.0763	43.64	1.46
50X	dataset6	ecc_finder	5705.0	5763.0	453.0	10000.0	4295.0	0.7678580159389821	0.9264371549204287	0.5705	0.9566631589017507	0.7061517514543878	0.043336841098249305	0.4295	1.92	1.01
50X	dataset6	ECCsplorer	7369.0	7625.0	7272.0	10000.0	2631.0	0.6368803168084483	0.5033126152585206	0.7369	0.5789717461787864	0.5981088429852683	0.4210282538212135	0.2631	3.65	1.03
50X	dataset7	Deep_EccScan	9627.0	10497.0	132.0	10000.0	373.0	0.9749155573216769	0.9864740239778665	0.9627	0.9869719699960521	0.974442026418341	0.013028030003947888	0.0373	1.06	1.09
50X	dataset7	Circle_finder	8547.0	27065.0	601.0	10000.0	953.0	0.9226904134122681	0.9343025797988631	0.8996842105263158	0.9433072351664937	0.9166666666666666	0.05669276483350627	0.1003157894736842	2.47	3.17
50X	dataset7	CircleMap	9130.0	9729.0	522.0	10000.0	870.0	0.9321703537666894	0.9459179444674679	0.913	0.9503896597605018	0.9291675147567677	0.049610340239498195	0.087	4.35	1.07
50X	dataset7	ecc_finder	4754.0	4869.0	146.0	10000.0	5246.0	0.7323538171349151	0.970204081632653	0.4754	0.9856100926473487	0.6381208053691275	0.01438990735265129	0.5246	2.94	1.02
50X	dataset7	ECCsplorer	7377.0	7654.0	3840.0	10000.0	2623.0	0.7289010067114094	0.6576624765980209	0.7377	0.7225433526011561	0.695385775557336	0.2774566473988439	0.2623	0.94	1.04
